Compound,SMILES,RT,Signal,Concentration,Concentration_sample,Type,ISTD_response,Sample_type,Sample_name,mz,MW,IC
Progesteron_3255_p,O=C4\C=C2/[C@]([C@H]1CC[C@@]3([C@@H](C(=O)C)CC[C@H]3[C@@H]1CC2)C)(C)CC4,21.35,167317908,50,65.67999999999999,Target Compound,322785612,Cal Std,STD_20_(50_ng/L),315.2319,314.462,126.09392211695516
Progesteron_3255_p,O=C4\C=C2/[C@]([C@H]1CC[C@@]3([C@@H](C(=O)C)CC[C@H]3[C@@H]1CC2)C)(C)CC4,21.35,338712676,100,129.45600000000002,Target Compound,334551261,Cal Std,STD_21_(100_ng/L),315.2319,314.462,126.09392211695516
Progesteron_3255_p,O=C4\C=C2/[C@]([C@H]1CC[C@@]3([C@@H](C(=O)C)CC[C@H]3[C@@H]1CC2)C)(C)CC4,21.35,740394164,250,317.941,Target Compound,299430408,Cal Std,STD_22_(250_ng/L),315.2319,314.462,126.09392211695516
Progesteron_3255_p,O=C4\C=C2/[C@]([C@H]1CC[C@@]3([C@@H](C(=O)C)CC[C@H]3[C@@H]1CC2)C)(C)CC4,21.35,1358806337,500,566.88,Target Compound,308731455,Cal Std,STD_23_(500_ng/L),315.2319,314.462,126.09392211695516
Progesteron_3255_p,O=C4\C=C2/[C@]([C@H]1CC[C@@]3([C@@H](C(=O)C)CC[C@H]3[C@@H]1CC2)C)(C)CC4,21.35,1988771828,1000,1036.4160000000002,Target Compound,247394987,Cal Std,STD_24_(1000_ng/L),315.2319,314.462,126.09392211695516
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,2068002,0.5,0.501,Target Compound,775959971,Cal Std,STD2(0.5ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,3449321,1,0.775,Target Compound,836318404,Cal Std,STD3(1ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,17458228,5,4.2010000000000005,Target Compound,781157604,Cal Std,STD4(5ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,51590019,10,11.311,Target Compound,857321006,Cal Std,STD5(10ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,105758866,25,25.526,Target Compound,778787930,Cal Std,STD6(25ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,213222298,50,56.185,Target Compound,713337025,Cal Std,STD7(50ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,427427361,100,104.18299999999999,Target Compound,771168755,Cal Std,STD8(100ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,849273367,250,250,Target Compound,638544693,Cal Std,STD9(250ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,1562501344,500,505.339,Target Compound,581195666,Cal Std,STD10(500ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,NA,1000,1135.051,Target Compound,429154988,Cal Std,STD11(1000ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,42651205,NA,10.733999999999998,Target Compound,746894673,Cal Std,STD12(10ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,586811,NA,0.20700000000000002,Target Compound,533310050,Matrix Blank,Blind3a,212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,49607115,NA,11.383000000000001,Target Compound,819169280,Cal Std,STD13(10ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,2622190,NA,11.773,Target Compound,41865081,Unknown,LUQ02_spike_10ng/L,212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,10500897,NA,11.833,Target Compound,166803914,Unknown,AGG21_spike_10 ng/L,212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,10182381,NA,7.472,Target Compound,256140481,Unknown,GEQ01_spike_10 ng/L,212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,11801837,NA,87.972,Target Compound,25216842,Unknown,BLG09_spike_100 ng/L,212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,60674828,NA,93.43700000000001,Target Compound,122060841,Unknown,NTG38_spike_100 ng/L,212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,74716896,NA,84.259,Target Compound,166681480,Unknown,VDG20_spike_100_ng/L,212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,147434846,NA,89.13,Target Compound,310929181,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,117589383,NA,82.546,Target Compound,267765431,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,1019552,NA,0.315,Target Compound,609327840,Matrix Blank,Blind_4a_(nanopur_fresh),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,2241258,0.5,0.764,Target Compound,551753703,Cal Std,STD_15_(0.5_ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,4912451,1,1.9629999999999999,Target Compound,470447177,Cal Std,STD_16_(1_ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,22292740,5,5.7410000000000005,Target Compound,729911590,Cal Std,STD_17_ (5_ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,51789204,10,12.036999999999999,Target Compound,808745527,Cal Std,STD_18_(10_ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,110599277,25,28.087,Target Compound,740173216,Cal Std,STD_19_(25_ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,196922662,50,56.327,Target Compound,657149332,Cal Std,STD_20_(50_ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,356319050,100,90.34400000000001,Target Compound,741351374,Cal Std,STD_21_(100_ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,818700319,250,241.88100000000003,Target Compound,636219907,Cal Std,STD_22_(250_ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,1500040526,500,487.835,Target Compound,577981626,Cal Std,STD_23_(500_ng/L),212.0837,211.688,149.39769634447038
Propachlor_708_p,CC(C)N(C(=O)CCl)c1ccccc1,18.55,NA,1000,951.485,Target Compound,453954640,Cal Std,STD_24_(1000_ng/L),212.0837,211.688,149.39769634447038
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,70884909,10,9.716,Target Compound,795991887,Cal Std,STD5(10ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,180874447,25,25.005,Target Compound,788502581,Cal Std,STD6(25ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,343184010,50,50.994,Target Compound,733408166,Cal Std,STD7(50ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,773493500,100,99.795,Target Compound,844548991,Cal Std,STD8(100ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,1529211336,250,261.115,Target Compound,638079474,Cal Std,STD9(250ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,NA,500,501.98699999999997,Target Compound,667369089,Cal Std,STD10(500ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,NA,1000,996.009,Target Compound,518109990,Cal Std,STD11(1000ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,17523345,NA,6.864999999999999,Target Compound,278651875,Matrix Blank,Blind2b,189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,74668070,NA,10.359000000000002,Target Compound,786320873,Cal Std,STD12(10ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,67948777,NA,10.158,Target Compound,729789130,Cal Std,STD13(10ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,9787782,NA,9.411,Target Compound,113474293,Unknown,LUQ02_spike_10ng/L,189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,14780705,NA,8.777,Target Compound,183759687,Unknown,AGG21_spike_10 ng/L,189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,15912831,NA,9.509,Target Compound,182593494,Unknown,GEQ01_spike_10 ng/L,189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,14673628,NA,82.976,Target Compound,19269597,Unknown,BLG09_spike_100 ng/L,189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,110252484,NA,100.12899999999999,Target Compound,119978808,Unknown,NTG38_spike_100 ng/L,189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,145229368,NA,100.66,Target Compound,157207371,Unknown,VDG20_spike_100_ng/L,189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,161942497,NA,86.49100000000001,Target Compound,204021200,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,216935624,NA,87.742,Target Compound,269406498,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,67770802,10,9.645999999999999,Target Compound,766571949,Cal Std,STD_18_(10_ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,150765895,25,25.323,Target Compound,648996188,Cal Std,STD_19_(25_ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,243319247,50,51.400999999999996,Target Compound,515865934,Cal Std,STD_20_(50_ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,549176717,100,99.311,Target Compound,602546959,Cal Std,STD_21_(100_ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,1320276431,250,251.141,Target Compound,572779033,Cal Std,STD_22_(250_ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,NA,500,474.16900000000004,Target Compound,595681378,Cal Std,STD_23_(500_ng/L),189.1598,188.267,111.52696816696289
Propamocarb_2945_p,N(C(OCCC)=O)CCCN(C)C,9.55,NA,1000,1014.387,Target Compound,477742592,Cal Std,STD_24_(1000_ng/L),189.1598,188.267,111.52696816696289
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,3968667,0.5,0.405,Target Compound,841167044,Cal Std,STD2(0.5ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,7419478,1,0.889,Target Compound,824360456,Cal Std,STD3(1ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,44347161,5,5.323999999999999,Target Compound,920521868,Cal Std,STD4(5ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,87286687,10,10.75,Target Compound,908232543,Cal Std,STD5(10ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,238840079,25,27.954,Target Compound,962762067,Cal Std,STD6(25ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,382011558,50,55.986,Target Compound,770651924,Cal Std,STD7(50ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,895234361,100,107.871,Target Compound,938376613,Cal Std,STD8(100ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,1802676601,250,261.65700000000004,Target Compound,779534378,Cal Std,STD9(250ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,NA,500,503.866,Target Compound,730498978,Cal Std,STD10(500ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,NA,1000,1030.071,Target Compound,566997739,Cal Std,STD11(1000ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,774198,NA,-0.037,Target Compound,944278758,Matrix Blank,Blind1b,260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,670787,NA,0.056,Target Compound,410426816,Matrix Blank,Blind2b,260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,78710457,NA,10.987,Target Compound,801521417,Cal Std,STD12(10ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,61632265,NA,10.506,Target Compound,656042967,Cal Std,STD13(10ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,9287548,NA,10.607999999999999,Target Compound,97921965,Unknown,LUQ02_spike_10ng/L,260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,12215897,NA,10.7,Target Compound,127700160,Unknown,AGG21_spike_10 ng/L,260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,35907231,NA,11.964,Target Compound,336111841,Unknown,GEQ01_spike_10 ng/L,260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,22351776,NA,107.706,Target Compound,23464696,Unknown,BLG09_spike_100 ng/L,260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,125356027,NA,106.386,Target Compound,133229093,Unknown,NTG38_spike_100 ng/L,260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,269128638,NA,112.71400000000001,Target Compound,269991148,Unknown,VDG20_spike_100_ng/L,260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,265369757,NA,106.806,Target Compound,280927480,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,264861510,NA,103.781,Target Compound,288552834,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,1669367,0.5,0.344,Target Compound,399524468,Cal Std,STD_15_(0.5_ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,4893018,1,0.8620000000000001,Target Compound,558455101,Cal Std,STD_16_(1_ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,26764383,5,5.269,Target Compound,561206415,Cal Std,STD_17_ (5_ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,65604861,10,10.248999999999999,Target Compound,715610516,Cal Std,STD_18_(10_ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,169087555,25,27.536,Target Compound,691880458,Cal Std,STD_19_(25_ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,287467093,50,54.220000000000006,Target Compound,598771918,Cal Std,STD_20_(50_ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,616918246,100,104.974,Target Compound,664472185,Cal Std,STD_21_(100_ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,1388706634,250,243.583,Target Compound,645056334,Cal Std,STD_22_(250_ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,NA,500,491.094,Target Compound,676675783,Cal Std,STD_23_(500_ng/L),260.1645,259.343,119.72678131347239
Propanolol_171_p,c12c(OC[C@@H](CNC(C)C)O)cccc1cccc2,14.9,NA,1000,940.096,Target Compound,612824754,Cal Std,STD_24_(1000_ng/L),260.1645,259.343,119.72678131347239
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,1938280,0.5,0.5710000000000001,Target Compound,436362762,Cal Std,STD2(0.5ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,2942970,1,1.09,Target Compound,290819556,Cal Std,STD3(1ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,20980925,5,4.957,Target Compound,400077539,Cal Std,STD4(5ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,26627590,10,9.940999999999999,Target Compound,248886017,Cal Std,STD5(10ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,108034991,25,24.724,Target Compound,401942977,Cal Std,STD6(25ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,209149486,50,47.924,Target Compound,400132422,Cal Std,STD7(50ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,447766789,100,92.507,Target Compound,443046373,Cal Std,STD8(100ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,1042817984,250,253.191,Target Compound,376563884,Cal Std,STD9(250ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,1888188325,500,491.96299999999997,Target Compound,350795540,Cal Std,STD10(500ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,NA,1000,1061.8729999999998,Target Compound,248279268,Cal Std,STD11(1000ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,38796797,NA,9.251,Target Compound,390157796,Cal Std,STD12(10ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,1080613,NA,2.8619999999999997,Target Compound,36608906,Unknown,VDG36,342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,568893,NA,1.298,Target Compound,45908401,Unknown,SGG34,342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,36534949,NA,8.922,Target Compound,381194226,Cal Std,STD13(10ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,3645128,NA,9.036999999999999,Target Compound,37541559,Unknown,LUQ02_spike_10ng/L,342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,2206438,NA,10.703,Target Compound,19130718,Unknown,AGG21_spike_10 ng/L,342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,15931848,NA,8.65,Target Compound,171567852,Unknown,GEQ01_spike_10 ng/L,342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,10987162,NA,102.507,Target Compound,9809086,Unknown,BLG09_spike_100 ng/L,342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,93866810,NA,93.346,Target Compound,92041053,Unknown,NTG38_spike_100 ng/L,342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,183347140,NA,93.94000000000001,Target Compound,178641420,Unknown,VDG20_spike_100_ng/L,342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,194124992,NA,102.559,Target Compound,173223196,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,175449079,NA,103.426,Target Compound,155243628,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,1070532,0.5,0.604,Target Compound,222964997,Cal Std,STD_15_(0.5_ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,418844,1,1.1660000000000001,Target Compound,38241633,Cal Std,STD_16_(1_ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,17971491,5,4.623999999999999,Target Compound,368268454,Cal Std,STD_17_ (5_ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,37069265,10,8.482000000000001,Target Compound,407270098,Cal Std,STD_18_(10_ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,83545292,25,23.364,Target Compound,329047021,Cal Std,STD_19_(25_ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,166205548,50,47.212,Target Compound,322785612,Cal Std,STD_20_(50_ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,326862894,100,89.43400000000001,Target Compound,334551261,Cal Std,STD_21_(100_ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,798669552,250,243.872,Target Compound,299430408,Cal Std,STD_22_(250_ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,1619187872,500,479.36,Target Compound,308731455,Cal Std,STD_23_(500_ng/L),342.0771,342.22,207.83082748578684
Propiconazol_212_p,c1([C@@]2(Cn3cncn3)O[C@@H](CCC)CO2)c(cc(Cl)cc1)Cl,21,NA,1000,996.1419999999999,Target Compound,247394987,Cal Std,STD_24_(1000_ng/L),342.0771,342.22,207.83082748578684
Propoxyphene_3344_p,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,16.2,23376810,5,4.739000000000001,Target Compound,433786066,Cal Std,STD4(5ng/L),340.2271,339.471,127.8015510758312
Propoxyphene_3344_p,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,16.2,34670853,10,9.38,Target Compound,325047098,Cal Std,STD5(10ng/L),340.2271,339.471,127.8015510758312
Propoxyphene_3344_p,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,16.2,129229758,25,24.239,Target Compound,468857666,Cal Std,STD6(25ng/L),340.2271,339.471,127.8015510758312
Propoxyphene_3344_p,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,16.2,234289160,50,44.388999999999996,Target Compound,464165922,Cal Std,STD7(50ng/L),340.2271,339.471,127.8015510758312
Propoxyphene_3344_p,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,16.2,629902521,100,106.027,Target Compound,522461476,Cal Std,STD8(100ng/L),340.2271,339.471,127.8015510758312
